date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:00:12	190899/190899	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:08:17%20GMT	https://slimhamdi.net/img/projects/salimo.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/salimo.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:12	145515/145515	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:02:25%20GMT	https://slimhamdi.net/img/projects/tunis.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/tunis.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:12	192184/192184	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:08:41%20GMT	https://slimhamdi.net/img/projects/istanbul.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/istanbul.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:13	199019/199019	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:02:01%20GMT	https://slimhamdi.net/img/projects/bayya.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/bayya.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:13	230091/230091	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2014:58:55%20GMT	https://slimhamdi.net/img/projects/amira.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/amira.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:13	103090/103090	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:00:48%20GMT	https://slimhamdi.net/img/projects/moscow.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/moscow.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:13	111702/111702	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2014:58:38%20GMT	https://slimhamdi.net/img/projects/maryouma.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/maryouma.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:13	171534/171534	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:03:03%20GMT	https://slimhamdi.net/img/projects/chayma.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/chayma.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:13	220455/220455	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:09:56%20GMT	https://slimhamdi.net/img/projects/ssmoptical.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/ssmoptical.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:14	293325/293325	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2014:59:59%20GMT	https://slimhamdi.net/img/projects/lepirate.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/lepirate.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:14	387538/387538	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:01:29%20GMT	https://slimhamdi.net/img/projects/gwb.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/gwb.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:14	302870/302870	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:08:30%20GMT	https://slimhamdi.net/img/projects/agt.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/agt.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:14	239529/239529	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:01:52%20GMT	https://slimhamdi.net/img/projects/tanytos.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/tanytos.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:15	159453/159453	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:00:09%20GMT	https://slimhamdi.net/img/projects/juliendebras.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/juliendebras.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:15	369381/369381	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:02:43%20GMT	https://slimhamdi.net/img/projects/lacigalesport.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/lacigalesport.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:15	148730/148730	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:09:25%20GMT	https://slimhamdi.net/img/projects/lacigalethalasso.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/lacigalethalasso.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:15	304942/304942	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:09:44%20GMT	https://slimhamdi.net/img/projects/acdnoprt.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/acdnoprt.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:15	334884/334884	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:09:14%20GMT	https://slimhamdi.net/img/projects/lacigalegolf.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/lacigalegolf.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:16	280729/280729	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2014:59:45%20GMT	https://slimhamdi.net/img/projects/phonetic.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/phonetic.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:16	391403/391403	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:02:16%20GMT	https://slimhamdi.net/img/projects/iti.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/iti.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:16	47349/47349	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2014:58:24%20GMT	https://slimhamdi.net/img/projects/tinycoaching.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/tinycoaching.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:16	187606/187606	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:00:20%20GMT	https://slimhamdi.net/img/projects/pifss.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/pifss.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:16	258019/258019	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2018:52:41%20GMT	https://slimhamdi.net/img/projects/agb.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/agb.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:17	192606/192606	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:08:03%20GMT	https://slimhamdi.net/img/projects/barwa.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/barwa.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:17	127882/127882	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:01:01%20GMT	https://slimhamdi.net/img/projects/rta.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/rta.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:17	129822/129822	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:01:40%20GMT	https://slimhamdi.net/img/projects/elm.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/elm.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:18	215056/215056	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:08:58%20GMT	https://slimhamdi.net/img/projects/bhassurance.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/bhassurance.jpg	(from https://slimhamdi.net/portfolio.html)
01:00:18	185900/185900	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Jul%202022%2015:00:40%20GMT	https://slimhamdi.net/img/projects/jobi.jpg	C:/My%20Web%20Sites/aysun/slimhamdi.net/img/projects/jobi.jpg	(from https://slimhamdi.net/portfolio.html)
